"Sensor_Name","Date","sum(Hourly_Counts)"
"Flagstaff Station",2011-04-30,1057
"Flagstaff Station",2011-05-01,906
"Flagstaff Station",2011-05-02,27164
"Flagstaff Station",2011-05-03,27042
"Flagstaff Station",2011-05-04,26750
"Flagstaff Station",2011-05-05,26897
"Flagstaff Station",2011-05-06,24563
"Flagstaff Station",2011-05-07,1136
"Flagstaff Station",2011-05-08,754
"Flagstaff Station",2011-05-09,25150
"Flagstaff Station",2011-05-10,26062
"Flagstaff Station",2011-05-11,25942
"Flagstaff Station",2011-05-12,28883
"Flagstaff Station",2011-05-13,24204
"Flagstaff Station",2011-05-14,1156
"Flagstaff Station",2011-05-15,857
"Flagstaff Station",2011-05-16,25324
"Flagstaff Station",2011-05-17,26171
"Flagstaff Station",2011-05-18,25445
"Flagstaff Station",2011-05-19,25408
"Flagstaff Station",2011-05-20,23941
"Flagstaff Station",2011-05-21,1594
"Flagstaff Station",2011-05-22,899
"Flagstaff Station",2011-05-23,25640
"Flagstaff Station",2011-05-24,26814
"Flagstaff Station",2011-05-25,25300
"Flagstaff Station",2011-05-26,25190
"Flagstaff Station",2011-05-27,23740
"Flagstaff Station",2011-05-28,1127
"Flagstaff Station",2011-05-29,916
"Flagstaff Station",2011-05-30,23962
"Flagstaff Station",2011-05-31,25100
"Flagstaff Station",2011-06-01,24876
"Flagstaff Station",2011-06-02,25256
"Flagstaff Station",2011-06-03,23169
"Flagstaff Station",2011-06-04,1381
"Flagstaff Station",2011-06-05,866
"Flagstaff Station",2011-06-06,25263
"Flagstaff Station",2011-06-07,25016
"Flagstaff Station",2011-06-08,24652
"Flagstaff Station",2011-06-09,25088
"Flagstaff Station",2011-06-10,23214
"Flagstaff Station",2011-06-11,1112
"Flagstaff Station",2011-06-12,985
"Flagstaff Station",2011-06-13,803
"Flagstaff Station",2011-06-14,23863
"Flagstaff Station",2011-06-15,24759
"Flagstaff Station",2011-06-16,25053
"Flagstaff Station",2011-06-17,24183
"Flagstaff Station",2011-06-18,1130
"Flagstaff Station",2011-06-19,909
"Flagstaff Station",2011-06-20,25134
"Flagstaff Station",2011-06-21,26172
"Flagstaff Station",2011-06-22,24933
"Flagstaff Station",2011-06-23,25409
"Flagstaff Station",2011-06-24,23199
"Flagstaff Station",2011-06-25,1273
"Flagstaff Station",2011-06-26,983
"Flagstaff Station",2011-06-27,24972
"Flagstaff Station",2011-06-28,25475
"Flagstaff Station",2011-06-29,24951
"Flagstaff Station",2011-06-30,24712
"Flagstaff Station",2011-07-01,22770
"Flagstaff Station",2011-07-02,1245
"Flagstaff Station",2011-07-03,846
"Flagstaff Station",2011-07-04,22567
"Flagstaff Station",2011-07-05,23044
"Flagstaff Station",2011-07-06,22557
"Flagstaff Station",2011-07-07,21819
"Flagstaff Station",2011-07-08,20568
"Flagstaff Station",2011-07-09,1117
"Flagstaff Station",2011-07-10,916
"Flagstaff Station",2011-07-11,22144
"Flagstaff Station",2011-07-12,22692
"Flagstaff Station",2011-07-13,22602
"Flagstaff Station",2011-07-14,22595
"Flagstaff Station",2011-07-15,21258
"Flagstaff Station",2011-07-16,1228
"Flagstaff Station",2011-07-17,824
"Flagstaff Station",2011-07-18,24445
"Flagstaff Station",2011-07-19,25125
"Flagstaff Station",2011-07-20,24397
"Flagstaff Station",2011-07-21,24570
"Flagstaff Station",2011-07-22,23218
"Flagstaff Station",2011-07-23,1210
"Flagstaff Station",2011-07-24,677
"Flagstaff Station",2011-07-25,26610
"Flagstaff Station",2011-07-26,25210
"Flagstaff Station",2011-07-27,25085
"Flagstaff Station",2011-07-28,24864
"Flagstaff Station",2011-07-29,23535
"Flagstaff Station",2011-07-30,1179
"Flagstaff Station",2011-07-31,969
"Flagstaff Station",2011-08-01,25063
"Flagstaff Station",2011-08-02,25864
"Flagstaff Station",2011-08-03,25794
"Flagstaff Station",2011-08-04,25236
"Flagstaff Station",2011-08-05,24050
"Flagstaff Station",2011-08-06,1072
"Flagstaff Station",2011-08-07,909
"Flagstaff Station",2011-08-08,25318
"Flagstaff Station",2011-08-09,25425
"Flagstaff Station",2011-08-10,27098
"Flagstaff Station",2011-08-11,24146
"Flagstaff Station",2011-08-12,23212
"Flagstaff Station",2011-08-13,1352
"Flagstaff Station",2011-08-14,945
"Flagstaff Station",2011-08-15,26500
"Flagstaff Station",2011-08-16,25400
"Flagstaff Station",2011-08-17,25215
"Flagstaff Station",2011-08-18,24972
"Flagstaff Station",2011-08-19,23649
"Flagstaff Station",2011-08-20,1202
"Flagstaff Station",2011-08-21,842
"Flagstaff Station",2011-08-22,24753
"Flagstaff Station",2011-08-23,25646
"Flagstaff Station",2011-08-24,25943
"Flagstaff Station",2011-08-25,24935
"Flagstaff Station",2011-08-26,23316
"Flagstaff Station",2011-08-27,1233
"Flagstaff Station",2011-08-28,949
"Flagstaff Station",2011-08-29,24987
"Flagstaff Station",2011-08-30,25034
"Flagstaff Station",2011-08-31,24477
"Flagstaff Station",2011-09-01,25400
"Flagstaff Station",2011-09-02,24328
"Flagstaff Station",2011-09-03,1188
"Flagstaff Station",2011-09-04,790
"Flagstaff Station",2011-09-05,25136
"Flagstaff Station",2011-09-06,24417
"Flagstaff Station",2011-09-07,24459
"Flagstaff Station",2011-09-08,24417
"Flagstaff Station",2011-09-09,25247
"Flagstaff Station",2011-09-10,1179
"Flagstaff Station",2011-09-11,843
"Flagstaff Station",2011-09-12,23898
"Flagstaff Station",2011-09-13,25312
"Flagstaff Station",2011-09-14,24598
"Flagstaff Station",2011-09-15,25117
"Flagstaff Station",2011-09-16,23414
"Flagstaff Station",2011-09-17,1209
"Flagstaff Station",2011-09-18,884
"Flagstaff Station",2011-09-19,24771
"Flagstaff Station",2011-09-20,24678
"Flagstaff Station",2011-09-21,24711
"Flagstaff Station",2011-09-22,24536
"Flagstaff Station",2011-09-23,22748
"Flagstaff Station",2011-09-24,1432
"Flagstaff Station",2011-09-25,1001
"Flagstaff Station",2011-09-26,23831
"Flagstaff Station",2011-09-27,24961
"Flagstaff Station",2011-09-28,27719
"Flagstaff Station",2011-09-29,27619
"Flagstaff Station",2011-09-30,24380
"Flagstaff Station",2011-10-01,766
"Flagstaff Station",2011-10-02,780
"Flagstaff Station",2011-10-03,25079
"Flagstaff Station",2011-10-04,25470
"Flagstaff Station",2011-10-05,25676
"Flagstaff Station",2011-10-06,24760
"Flagstaff Station",2011-10-07,23526
"Flagstaff Station",2011-10-08,1013
"Flagstaff Station",2011-10-09,651
"Flagstaff Station",2011-10-10,25854
"Flagstaff Station",2011-10-11,26559
"Flagstaff Station",2011-10-12,25937
"Flagstaff Station",2011-10-13,26444
"Flagstaff Station",2011-10-14,24296
"Flagstaff Station",2011-10-15,1102
"Flagstaff Station",2011-10-16,786
"Flagstaff Station",2011-10-17,26016
"Flagstaff Station",2011-10-18,27312
"Flagstaff Station",2011-10-19,26782
"Flagstaff Station",2011-10-20,26266
"Flagstaff Station",2011-10-21,25956
"Flagstaff Station",2011-10-22,987
"Flagstaff Station",2011-10-23,935
"Flagstaff Station",2011-10-24,27207
"Flagstaff Station",2011-10-25,26176
"Flagstaff Station",2011-10-26,25728
"Flagstaff Station",2011-10-27,26512
"Flagstaff Station",2011-10-28,25052
"Flagstaff Station",2011-10-29,1041
"Flagstaff Station",2011-10-30,678
"Flagstaff Station",2011-10-31,18231
"Flagstaff Station",2011-11-01,819
"Flagstaff Station",2011-11-02,24683
"Flagstaff Station",2011-11-03,25328
"Flagstaff Station",2011-11-04,24129
"Flagstaff Station",2011-11-05,1088
"Flagstaff Station",2011-11-06,770
"Flagstaff Station",2011-11-07,26824
"Flagstaff Station",2011-11-08,28005
"Flagstaff Station",2011-11-09,25389
"Flagstaff Station",2011-11-10,25433
"Flagstaff Station",2011-11-11,23407
"Flagstaff Station",2011-11-12,1380
"Flagstaff Station",2011-11-13,874
"Flagstaff Station",2011-11-14,25894
"Flagstaff Station",2011-11-15,26619
"Flagstaff Station",2011-11-16,25581
"Flagstaff Station",2011-11-17,26090
"Flagstaff Station",2011-11-18,24000
"Flagstaff Station",2011-11-19,1198
"Flagstaff Station",2011-11-20,1233
"Flagstaff Station",2011-11-21,25740
"Flagstaff Station",2011-11-22,26023
"Flagstaff Station",2011-11-23,26001
"Flagstaff Station",2011-11-24,26092
"Flagstaff Station",2011-11-25,23069
"Flagstaff Station",2011-11-26,1083
"Flagstaff Station",2011-11-27,963
"Flagstaff Station",2011-11-28,26164
"Flagstaff Station",2011-11-29,27014
"Flagstaff Station",2011-11-30,26946
"Flagstaff Station",2011-12-01,25467
"Flagstaff Station",2011-12-02,24552
"Flagstaff Station",2011-12-03,1539
"Flagstaff Station",2011-12-04,985
"Flagstaff Station",2011-12-05,26086
"Flagstaff Station",2011-12-06,27049
"Flagstaff Station",2011-12-07,26886
"Flagstaff Station",2011-12-08,26236
"Flagstaff Station",2011-12-09,23921
"Flagstaff Station",2011-12-10,1180
"Flagstaff Station",2011-12-11,968
"Flagstaff Station",2011-12-12,25060
"Flagstaff Station",2011-12-13,25946
"Flagstaff Station",2011-12-14,25504
"Flagstaff Station",2011-12-15,25615
"Flagstaff Station",2011-12-16,23901
"Flagstaff Station",2011-12-17,1410
"Flagstaff Station",2011-12-18,953
"Flagstaff Station",2011-12-19,24926
"Flagstaff Station",2011-12-20,24435
"Flagstaff Station",2011-12-21,23313
"Flagstaff Station",2011-12-22,21801
"Flagstaff Station",2011-12-23,16768
"Flagstaff Station",2011-12-24,714
"Flagstaff Station",2011-12-25,475
"Flagstaff Station",2011-12-26,687
"Flagstaff Station",2011-12-27,938
"Flagstaff Station",2011-12-28,7576
"Flagstaff Station",2011-12-29,7554
"Flagstaff Station",2011-12-30,6952
"Flagstaff Station",2011-12-31,972
"Flagstaff Station",2012-01-01,942
"Flagstaff Station",2012-01-02,597
"Flagstaff Station",2012-01-03,12186
"Flagstaff Station",2012-01-04,13826
"Flagstaff Station",2012-01-05,14021
"Flagstaff Station",2012-01-06,13369
"Flagstaff Station",2012-01-07,988
"Flagstaff Station",2012-01-08,789
"Flagstaff Station",2012-01-09,20146
"Flagstaff Station",2012-01-10,20823
"Flagstaff Station",2012-01-11,20049
"Flagstaff Station",2012-01-12,20459
"Flagstaff Station",2012-01-13,19332
"Flagstaff Station",2012-01-14,1019
"Flagstaff Station",2012-01-15,917
"Flagstaff Station",2012-01-16,22248
"Flagstaff Station",2012-01-17,22434
"Flagstaff Station",2012-01-18,22203
"Flagstaff Station",2012-01-19,22595
"Flagstaff Station",2012-01-20,21050
"Flagstaff Station",2012-01-21,1079
"Flagstaff Station",2012-01-22,835
"Flagstaff Station",2012-01-23,23837
"Flagstaff Station",2012-01-24,24027
"Flagstaff Station",2012-01-25,23750
"Flagstaff Station",2012-01-26,1154
"Flagstaff Station",2012-01-27,18049
"Flagstaff Station",2012-01-28,1021
"Flagstaff Station",2012-01-29,738
"Flagstaff Station",2012-01-30,23901
"Flagstaff Station",2012-01-31,24552
"Flagstaff Station",2012-02-01,25708
"Flagstaff Station",2012-02-02,24972
"Flagstaff Station",2012-02-03,23998
"Flagstaff Station",2012-02-04,1315
"Flagstaff Station",2012-02-05,874
"Flagstaff Station",2012-02-06,26125
"Flagstaff Station",2012-02-07,27003
"Flagstaff Station",2012-02-08,26703
"Flagstaff Station",2012-02-09,26906
"Flagstaff Station",2012-02-10,24425
"Flagstaff Station",2012-02-11,1236
"Flagstaff Station",2012-02-12,942
"Flagstaff Station",2012-02-13,25634
"Flagstaff Station",2012-02-14,27299
"Flagstaff Station",2012-02-15,26590
"Flagstaff Station",2012-02-16,28181
"Flagstaff Station",2012-02-17,24048
"Flagstaff Station",2012-02-18,1442
"Flagstaff Station",2012-02-19,1084
"Flagstaff Station",2012-02-20,26403
"Flagstaff Station",2012-02-21,27651
"Flagstaff Station",2012-02-22,26958
"Flagstaff Station",2012-02-23,27096
"Flagstaff Station",2012-02-24,24338
"Flagstaff Station",2012-02-25,1215
"Flagstaff Station",2012-02-26,943
"Flagstaff Station",2012-02-27,31900
"Flagstaff Station",2012-02-28,29005
"Flagstaff Station",2012-02-29,26737
"Flagstaff Station",2012-03-01,28160
"Flagstaff Station",2012-03-02,24884
"Flagstaff Station",2012-03-03,1321
"Flagstaff Station",2012-03-04,1119
"Flagstaff Station",2012-03-05,27264
"Flagstaff Station",2012-03-06,27530
"Flagstaff Station",2012-03-07,27040
"Flagstaff Station",2012-03-08,26184
"Flagstaff Station",2012-03-09,24191
"Flagstaff Station",2012-03-10,1356
"Flagstaff Station",2012-03-11,1156
"Flagstaff Station",2012-03-12,1180
"Flagstaff Station",2012-03-13,26931
"Flagstaff Station",2012-03-14,27253
"Flagstaff Station",2012-03-15,27292
"Flagstaff Station",2012-03-16,25144
"Flagstaff Station",2012-03-17,1587
"Flagstaff Station",2012-03-18,1319
"Flagstaff Station",2012-03-19,27119
"Flagstaff Station",2012-03-20,27596
"Flagstaff Station",2012-03-21,27252
"Flagstaff Station",2012-03-22,27697
"Flagstaff Station",2012-03-23,25094
"Flagstaff Station",2012-03-24,1096
"Flagstaff Station",2012-03-25,973
"Flagstaff Station",2012-03-26,26359
"Flagstaff Station",2012-03-27,27111
"Flagstaff Station",2012-03-28,26713
"Flagstaff Station",2012-03-29,26453
"Flagstaff Station",2012-03-30,23845
"Flagstaff Station",2012-03-31,1377
"Flagstaff Station",2012-04-01,1265
"Flagstaff Station",2012-04-02,25735
"Flagstaff Station",2012-04-03,25544
"Flagstaff Station",2012-04-04,24934
"Flagstaff Station",2012-04-05,23605
"Flagstaff Station",2012-04-06,1051
"Flagstaff Station",2012-04-07,1007
"Flagstaff Station",2012-04-08,974
"Flagstaff Station",2012-04-09,667
"Flagstaff Station",2012-04-10,21986
"Flagstaff Station",2012-04-11,23798
"Flagstaff Station",2012-04-12,23999
"Flagstaff Station",2012-04-13,22908
"Flagstaff Station",2012-04-14,1217
"Flagstaff Station",2012-04-15,1050
"Flagstaff Station",2012-04-16,24895
"Flagstaff Station",2012-04-17,26515
"Flagstaff Station",2012-04-18,26348
"Flagstaff Station",2012-04-19,26255
"Flagstaff Station",2012-04-20,26333
"Flagstaff Station",2012-04-21,1686
"Flagstaff Station",2012-04-22,1261
"Flagstaff Station",2012-04-23,26842
"Flagstaff Station",2012-04-24,32359
"Flagstaff Station",2012-04-25,828
"Flagstaff Station",2012-04-26,25738
"Flagstaff Station",2012-04-27,24152
"Flagstaff Station",2012-04-28,1139
"Flagstaff Station",2012-04-29,1040
"Flagstaff Station",2012-04-30,26055
"Flagstaff Station",2012-05-01,26887
"Flagstaff Station",2012-05-02,28461
"Flagstaff Station",2012-05-03,26064
"Flagstaff Station",2012-05-04,24345
"Flagstaff Station",2012-05-05,1109
"Flagstaff Station",2012-05-06,938
"Flagstaff Station",2012-05-07,25772
"Flagstaff Station",2012-05-08,27060
"Flagstaff Station",2012-05-09,26223
"Flagstaff Station",2012-05-10,26650
"Flagstaff Station",2012-05-11,24320
"Flagstaff Station",2012-05-12,1070
"Flagstaff Station",2012-05-13,650
"Flagstaff Station",2012-05-14,26071
"Flagstaff Station",2012-05-15,27032
"Flagstaff Station",2012-05-16,25833
"Flagstaff Station",2012-05-17,25779
"Flagstaff Station",2012-05-18,24193
"Flagstaff Station",2012-05-19,1479
"Flagstaff Station",2012-05-20,1109
"Flagstaff Station",2012-05-21,25811
"Flagstaff Station",2012-05-22,26037
"Flagstaff Station",2012-05-23,25305
"Flagstaff Station",2012-05-24,26845
"Flagstaff Station",2012-05-25,28691
"Flagstaff Station",2012-05-26,1066
"Flagstaff Station",2012-05-27,633
"Flagstaff Station",2012-05-28,24820
"Flagstaff Station",2012-05-29,25569
"Flagstaff Station",2012-05-30,25199
"Flagstaff Station",2012-05-31,25846
"Flagstaff Station",2012-06-01,23264
"Flagstaff Station",2012-06-02,989
"Flagstaff Station",2012-06-03,773
"Flagstaff Station",2012-06-04,30359
"Flagstaff Station",2012-06-05,24840
"Flagstaff Station",2012-06-06,24585
"Flagstaff Station",2012-06-07,24478
"Flagstaff Station",2012-06-08,22997
"Flagstaff Station",2012-06-09,981
"Flagstaff Station",2012-06-10,780
"Flagstaff Station",2012-06-11,711
"Flagstaff Station",2012-06-12,24441
"Flagstaff Station",2012-06-13,23435
"Flagstaff Station",2012-06-14,24614
"Flagstaff Station",2012-06-15,23165
"Flagstaff Station",2012-06-16,1199
"Flagstaff Station",2012-06-17,826
"Flagstaff Station",2012-06-18,24681
"Flagstaff Station",2012-06-19,25580
"Flagstaff Station",2012-06-20,24626
"Flagstaff Station",2012-06-21,32727
"Flagstaff Station",2012-06-22,22993
"Flagstaff Station",2012-06-23,1179
"Flagstaff Station",2012-06-24,970
"Flagstaff Station",2012-06-25,23719
"Flagstaff Station",2012-06-26,25215
"Flagstaff Station",2012-06-27,21943
"Flagstaff Station",2012-06-28,24377
"Flagstaff Station",2012-06-29,22293
"Flagstaff Station",2012-06-30,1750
"Flagstaff Station",2012-07-01,990
"Flagstaff Station",2012-07-02,23838
"Flagstaff Station",2012-07-03,23650
"Flagstaff Station",2012-07-04,23449
"Flagstaff Station",2012-07-05,22465
"Flagstaff Station",2012-07-06,20808
"Flagstaff Station",2012-07-07,1814
"Flagstaff Station",2012-07-08,1422
"Flagstaff Station",2012-07-09,21909
"Flagstaff Station",2012-07-10,22757
"Flagstaff Station",2012-07-11,22521
"Flagstaff Station",2012-07-12,23186
"Flagstaff Station",2012-07-13,20869
"Flagstaff Station",2012-07-14,1048
"Flagstaff Station",2012-07-15,1168
"Flagstaff Station",2012-07-16,23282
"Flagstaff Station",2012-07-17,24619
"Flagstaff Station",2012-07-18,24389
"Flagstaff Station",2012-07-19,24156
"Flagstaff Station",2012-07-20,22823
"Flagstaff Station",2012-07-21,1776
"Flagstaff Station",2012-07-22,927
"Flagstaff Station",2012-07-23,24400
"Flagstaff Station",2012-07-24,25036
"Flagstaff Station",2012-07-25,24480
"Flagstaff Station",2012-07-26,24950
"Flagstaff Station",2012-07-27,23691
"Flagstaff Station",2012-07-28,1361
"Flagstaff Station",2012-07-29,974
"Flagstaff Station",2012-07-30,24402
"Flagstaff Station",2012-07-31,24359
"Flagstaff Station",2012-08-01,25355
"Flagstaff Station",2012-08-02,24892
"Flagstaff Station",2012-08-03,23445
"Flagstaff Station",2012-08-04,1188
"Flagstaff Station",2012-08-05,984
"Flagstaff Station",2012-08-06,24796
"Flagstaff Station",2012-08-07,25961
"Flagstaff Station",2012-08-08,24547
"Flagstaff Station",2012-08-09,24333
"Flagstaff Station",2012-08-10,23119
"Flagstaff Station",2012-08-11,1198
"Flagstaff Station",2012-08-12,980
"Flagstaff Station",2012-08-13,25000
"Flagstaff Station",2012-08-14,26488
"Flagstaff Station",2012-08-15,25550
"Flagstaff Station",2012-08-16,24337
"Flagstaff Station",2012-08-17,23224
"Flagstaff Station",2012-08-18,1213
"Flagstaff Station",2012-08-19,958
"Flagstaff Station",2012-08-20,24389
"Flagstaff Station",2012-08-21,25091
"Flagstaff Station",2012-08-22,24766
"Flagstaff Station",2012-08-23,24626
"Flagstaff Station",2012-08-24,22366
"Flagstaff Station",2012-08-25,1219
"Flagstaff Station",2012-08-26,1084
"Flagstaff Station",2012-08-27,24333
"Flagstaff Station",2012-08-28,25387
"Flagstaff Station",2012-08-29,26375
"Flagstaff Station",2012-08-30,24912
"Flagstaff Station",2012-08-31,24360
"Flagstaff Station",2012-09-01,1151
"Flagstaff Station",2012-09-02,802
"Flagstaff Station",2012-09-03,25314
"Flagstaff Station",2012-09-04,26117
"Flagstaff Station",2012-09-05,24372
"Flagstaff Station",2012-09-06,24554
"Flagstaff Station",2012-09-07,22831
"Flagstaff Station",2012-09-08,971
"Flagstaff Station",2012-09-09,803
"Flagstaff Station",2012-09-10,24919
"Flagstaff Station",2012-09-11,25812
"Flagstaff Station",2012-09-12,24790
"Flagstaff Station",2012-09-13,24457
"Flagstaff Station",2012-09-14,22756
"Flagstaff Station",2012-09-15,1262
"Flagstaff Station",2012-09-16,767
"Flagstaff Station",2012-09-17,24282
"Flagstaff Station",2012-09-18,25956
"Flagstaff Station",2012-09-19,24886
"Flagstaff Station",2012-09-20,25374
"Flagstaff Station",2012-09-21,23252
"Flagstaff Station",2012-09-22,1325
"Flagstaff Station",2012-09-23,951
"Flagstaff Station",2012-09-24,23326
"Flagstaff Station",2012-09-25,23751
"Flagstaff Station",2012-09-26,22950
"Flagstaff Station",2012-09-27,23343
"Flagstaff Station",2012-09-28,23283
"Flagstaff Station",2012-09-29,963
"Flagstaff Station",2012-09-30,884
"Flagstaff Station",2012-10-01,23146
"Flagstaff Station",2012-10-02,25432
"Flagstaff Station",2012-10-03,24791
"Flagstaff Station",2012-10-04,23383
"Flagstaff Station",2012-10-05,22003
"Flagstaff Station",2012-10-06,1081
"Flagstaff Station",2012-10-07,824
"Flagstaff Station",2012-10-08,24395
"Flagstaff Station",2012-10-09,25256
"Flagstaff Station",2012-10-10,25352
"Flagstaff Station",2012-10-11,24345
"Flagstaff Station",2012-10-12,22478
"Flagstaff Station",2012-10-13,1206
"Flagstaff Station",2012-10-14,1020
